BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V3418A,1450,KG,13659,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V8714A,1425,KG,13595,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V7805A,1325,KG,12641,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V6582A,1225,KG,11687,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V6264A,650,KG,6201,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V3256A,1275,KG,12164,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V2647A,1450,KG,13833,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V1131A,1425,KG,13595,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V2874A,1475,KG,14072,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,8485A8875,8250,KG,49335,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,2314A1116,12375,KG,74003,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,5737A3960,2750,KG,16445,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,5150,KG,34814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0213,4166A,1375,KG,3850,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0137,R4565A,8250,KG,37208,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0137,S6786A,450,KG,2030,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,5950A7479,2750,KG,5500,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,2094A8341,9625,KG,19250,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,5765A3014,9625,KG,19250,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,7126A7354,31950,KG,63900,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,3381A2056,31625,KG,63250,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,6826A1490,11000,KG,22000,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,6803A8892,17875,KG,35750,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,1962A6152,6875,KG,13750,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,6457A7438,1375,KG,2750,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,1249A8354,20625,KG,41250,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,4745A4995,1375,KG,2750,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,4638A4587,22000,KG,44000,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,1966A4211,27500,KG,55000,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0234,3972A1747,1375,KG,2750,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0331,SCRAP,12,KG,70,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0157,P5056A,100,KG,396,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0157,P6032A,600,KG,2376,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0396,E6735A,0,KG,8159,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0396,E4104A,0,KG,58064,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0235,V6102A,725,KG,14123,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0177,1165,2500,KG,7850,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,1220B,300,KG,942,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,6940A,950,KG,2983,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,8707A,1250,KG,3925,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,5577B,1300,KG,4082,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,2851B,1375,KG,4318,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0229,2052A,1375,KG,4318,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E1013A,775,KG,5882,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E1037A,1350,KG,10247,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E2257A,1300,KG,9867,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E6816A,1300,KG,9867,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E9867A,1200,KG,9108,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E4608A,9525,KG,72295,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E6321A,900,KG,6831,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0388,E9825A,5375,KG,40796,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V2230A,550,KG,6320,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V7544A,1025,KG,11777,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V5642A,1400,KG,16086,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V1445A,1450,KG,16661,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V6077A,1450,KG,16661,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V4017A,1450,KG,16661,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V4490A,1325,KG,15224,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V1015A,1125,KG,12926,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0389,V3661A,1375,KG,15799,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0271,8428A2431,600,KG,1200,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0338,L4158A,500,KG,1980,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0214,2321A,5000,KG,32150,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0214,SCRAP,25,KG,161,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0390,M5484B,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0390,M7625C,200,KG,912,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0390,M3138A,200,KG,912,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0390,M1287B,5500,KG,25080,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M3950B,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M1064B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8243B,875,KG,3990,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M4809B,1175,KG,5358,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8203B,1250,KG,5700,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2704A,1200,KG,5472,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2210A,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M5234A,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M3220B,1350,KG,6156,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M4290B,1250,KG,5700,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M5668B,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M4034B,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M1155B,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2994A,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8043A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2157A,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M6834B,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8248A,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M5494A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M4079B,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M7960A,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M7980A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2245B,1275,KG,5814,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M3433B,1100,KG,5016,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M1351B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M5549B,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M1350A,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M5153B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M9311A,1250,KG,5700,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M9575B,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M2478A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8521A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M1424B,1100,KG,5016,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M8023B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M7555A,1325,KG,6042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M3348B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0112,M4152B,1300,KG,5928,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0113,M9219A,2750,KG,7370,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0113,M5165A,13750,KG,36850,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0113,M1862B,15125,KG,40535,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0215,3689A,8250,KG,26400,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0215,3837A,12375,KG,39600,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0215,1282A,12375,KG,39600,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P4800D,5875,KG,23265,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P3148A,550,KG,2178,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P9945A,1325,KG,5247,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P3808A,1100,KG,4356,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P2832A,7500,KG,29700,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0032,P9566A,16500,KG,65340,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0178,P7281A,2600,KG,10296,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,2198A,2750,KG,7343,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,5488A,20000,KG,53400,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,4233A,2750,KG,7343,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,8470G,6875,KG,18356,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,3931E,21950,KG,58607,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,1873A,22000,KG,58740,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0065,8975A,11000,KG,29370,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0413,5975A,1275,KG,3608,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0413,1807A,1150,KG,3255,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0413,8928A,200,KG,566,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0103,2054A,26125,KG,73150,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0103,6788A,8250,KG,23100,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0339,L7497A,1125,KG,8010,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0429,V9006A,850,KG,9138,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,1320A,75,KG,70,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,2492A,1000,KG,930,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,1095A,1125,KG,1046,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,8047A,1175,KG,1093,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,2053A,1125,KG,1046,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,3296A,1150,KG,1070,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,4276A,1150,KG,1070,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,2031A,1250,KG,1163,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,7626A,1150,KG,1070,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,6800A,1200,KG,1116,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,4944A,1175,KG,1093,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,4907A,1125,KG,1046,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,2562A,1150,KG,1070,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,6291A,1125,KG,1046,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,3365A,1150,KG,1070,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,8810A,1200,KG,1116,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,7412A,1200,KG,1116,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0332,3032A,71250,KG,66263,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0333,4779A,0,KG,23025,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0216,1748A,644,KG,11862,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0373,M2117B,50,KG,11189,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0357,9353,9700,KG,1940,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0357,1913,73150,KG,14630,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0008,V7045A,1250,KG,16188,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0358,V1874A,1150,KG,13789,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0350,V3408A,1075,KG,12223,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0295,8863A,36025,KG,75292,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0295,5212A,2750,KG,5748,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0295,5649A,27500,KG,57475,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0104,M8883A,24250,KG,49470,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0115,7850A8804,24725,KG,73186,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0179,7929A,21975,KG,69002,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0179,5522A,175,KG,550,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,6165A,2600,KG,8164,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,9427A,4550,KG,14287,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,1535A,9100,KG,28574,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,8328A,11050,KG,34697,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,3787A,650,KG,2041,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,3413A,7150,KG,22451,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,9283A,20800,KG,65312,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0009,1871A,21450,KG,67353,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0362,8678A,650,KG,2041,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0362,5113A,1300,KG,4082,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0362,2219A,650,KG,2041,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0362,8705A,650,KG,2041,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0237,5265B,15275,KG,31161,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0116,7728A,12975,KG,26469,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0085,2305A,16000,KG,32640,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0280,SCRAP,42,KG,281,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0138,M8857A,23725,KG,52907,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0207,M5799B,23375,KG,47685,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0035,1832B9568C6124,16750,KG,66330,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0117,A1342A,350,KG,3312,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0045,SCRAP,159,KG,205,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0193,6734,2720,KG,15939,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0311,SCRAP,5807,KG,35074,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0046,9155,11000,KG,70730,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0046,9044,2575,KG,16557,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0046,6216,10975,KG,70569,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0194,SCRAP,194,KG,608,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0257,4157A,4775,KG,9693,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0257,SCRAP,5164,KG,10482,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0195,8366,15125,KG,47493,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0195,7680,700,KG,2198,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0195,2156,15125,KG,47493,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0082,5148A,1200,KG,10236,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0047,8958A,1050,KG,8957,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0047,3314A,2500,KG,21325,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0047,3532A,1250,KG,10663,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0047,3175A,5000,KG,42650,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0258,9307A3844,9625,KG,56403,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0258,M7075B,1925,KG,11281,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0258,SCRAP,11187,KG,65558,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0259,9061A,900,KG,2826,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0259,8447A,5500,KG,17270,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0259,9226A,625,KG,1963,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M6854B,1125,KG,4838,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M3678A,1375,KG,5913,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M1528C,11000,KG,47300,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M2486A,15125,KG,65038,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M3791B,9625,KG,41388,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M9486B,16500,KG,70950,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0099,M9252C,15125,KG,65038,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0312,P3115A,975,KG,3861,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0233,P5822A,525,KG,2079,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0233,P4793A,3000,KG,11880,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0233,P7722A,3000,KG,11880,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0198,6338,700,KG,2198,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0198,7701,23325,KG,73241,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0198,7484,2500,KG,7850,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0198,9568,1375,KG,4318,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0198,7513,675,KG,2120,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,E6887A,1300,KG,7852,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,E2694A,150,KG,906,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,E5167A,1275,KG,7701,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,E3128A,1300,KG,7852,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,E1699A,1275,KG,7701,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,S7146A,1250,KG,7550,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0100,SCRAP,5143,KG,31063,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0095,SCRAP,1685,KG,2325,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0141,SCRAP,8534,KG,31917,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0313,P7592A,1500,KG,6336,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0313,P8966A,1000,KG,3960,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,T2455A,1175,KG,16861,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,T5551A,675,KG,9686,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,T7421A,1075,KG,15426,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V8051A,875,KG,12556,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V7518A,100,KG,1435,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V2061A,675,KG,9686,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V4761A,525,KG,7534,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V2724A,125,KG,1794,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V6816A,1000,KG,14350,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V3118A,650,KG,9328,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V2011A,350,KG,5023,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V4008A,1300,KG,18655,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V3640A,1325,KG,19014,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V6558A,1500,KG,21525,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V6789A,725,KG,10404,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V3262A,150,KG,2153,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V9383A,125,KG,1794,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V9606A,1475,KG,21166,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0199,V2440A,775,KG,11121,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0142,V7073A,475,KG,5045,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0142,V6666A,1050,KG,11151,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0145,V4616A,625,KG,6719,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0145,V1892A,1400,KG,15050,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0145,V2944A,825,KG,8869,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0001,V9468A,550,KG,6617,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0001,V6285A,5950,KG,71579,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0001,V4193A,1450,KG,17444,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0319,S5659A,725,KG,5329,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0319,S5796A,1300,KG,9555,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0319,S4343A,1275,KG,9371,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0048,SCRAP,24,KG,31,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0205,SCRAP,386,KG,2333,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0146,R1561A,4050,KG,18468,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0146,S9026A,0,KG,19722,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0146,S4280A,675,KG,3078,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0147,V2793A,4275,KG,2138,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0147,V6865A,76500,KG,38250,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0320,M7894A,16200,KG,73872,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0016,E2405A,0,KG,2924,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0016,E6401A,0,KG,52637,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0321,R9005A,1200,KG,8820,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0382,S1745A,200,KG,1470,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0053,R9300A,200,KG,1518,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0097,E5352A,750,KG,5693,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0265,E7628A,350,KG,2657,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0265,E8192A,1325,KG,10057,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0265,E6021A,1150,KG,8729,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0316,E8965A,800,KG,6072,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0153,E1878A,2150,KG,16319,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0153,E9166A,1275,KG,9677,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0322,E8696A,775,KG,5882,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0322,E2050A,1275,KG,9677,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0148,M3040C,2175,KG,8765,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0148,M3886B,6875,KG,27706,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0148,M4427A,9475,KG,38184,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0148,M4285B,16475,KG,66394,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M4759B,1250,KG,413,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M8847A,1325,KG,437,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M8280B,750,KG,248,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M3594A,1175,KG,388,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M7223B,34325,KG,11327,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M2220A,90675,KG,29923,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0154,M6329B,8250,KG,2723,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0378,M6884C,1200,KG,3360,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0378,M3717B,24750,KG,69300,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0378,M9351A,19250,KG,53900,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0378,M5033B,26050,KG,72940,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0378,M6080A,8250,KG,23100,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0155,SCRAP,142,KG,241,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0415,N3813A,1075,KG,8159,CNY
