INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,SHELF_LIFE_Timestamp,suggestion_to_outbound
2024-01-14,SINGAPORE-WAREHOUSE,MAT-0371,7.5,P-003,6,30,2024-07-14,2024-07-14
2023-12-24,SINGAPORE-WAREHOUSE,MAT-0302,24.75,P-001,4,20,2024-04-24,2024-04-24
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0046,15.125,P-001,5,5,2024-05-21,2024-05-21
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0046,9.625,P-001,5,5,2024-05-21,2024-05-21
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0046,20.625,P-001,5,5,2024-05-21,2024-05-21
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0046,4.125,P-001,5,5,2024-05-21,2024-05-21
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0046,24.75,P-001,5,5,2024-05-21,2024-05-21
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,12.375,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,6.875,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,17.875,P-001,3,5,2024-04-08,2024-04-08
2023-12-21,SINGAPORE-WAREHOUSE,MAT-0344,24.75,P-001,4,30,2024-04-21,2024-04-21
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,4.125,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,20.625,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,15.125,P-001,3,5,2024-04-08,2024-04-08
2024-01-08,SINGAPORE-WAREHOUSE,MAT-0056,9.625,P-001,3,5,2024-04-08,2024-04-08
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0062,24.75,P-001,7,30,2024-07-23,2024-07-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0267,24.75,P-001,2,15,2024-02-23,2024-02-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0415,24.75,P-001,8,15,2024-08-23,2024-08-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0180,24.75,P-001,4,5,2024-04-23,2024-04-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0180,8.25,P-001,4,5,2024-04-23,2024-04-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0180,16.5,P-001,4,5,2024-04-23,2024-04-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0180,1.375,P-001,4,5,2024-04-23,2024-04-23
2023-12-23,SINGAPORE-WAREHOUSE,MAT-0180,23.375,P-001,4,5,2024-04-23,2024-04-23
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0222,5.5,P-001,8,30,2024-08-05,2024-08-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0222,19.25,P-001,8,30,2024-08-05,2024-08-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0222,24.75,P-001,8,30,2024-08-05,2024-08-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0222,6.875,P-001,8,30,2024-08-05,2024-08-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0222,17.875,P-001,8,30,2024-08-05,2024-08-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0099,24.75,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0099,12.375,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0099,6.875,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0099,17.875,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,23.375,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,8.25,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,15.125,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,6.875,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,16.5,P-001,6,20,2024-06-05,2024-06-05
2023-11-18,SINGAPORE-WAREHOUSE,MAT-0345,20.0,P-001,6,5,2024-05-18,2024-05-18
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0062,24.75,P-001,7,30,2024-07-05,2024-07-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,5.5,P-001,6,20,2024-06-05,2024-06-05
2023-12-05,SINGAPORE-WAREHOUSE,MAT-0112,17.875,P-001,6,20,2024-06-05,2024-06-05
2023-12-07,SINGAPORE-WAREHOUSE,MAT-0346,24.75,P-001,6,10,2024-06-07,2024-06-07
2024-01-05,SINGAPORE-WAREHOUSE,MAT-0349,24.75,P-001,8,25,2024-09-05,2024-09-05
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0302,24.75,P-001,4,20,2024-06-03,2024-06-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0247,24.75,P-001,6,20,2024-08-03,2024-08-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0247,22.0,P-001,6,20,2024-08-03,2024-08-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0247,2.75,P-001,6,20,2024-08-03,2024-08-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0247,20.625,P-001,6,20,2024-08-03,2024-08-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0247,4.125,P-001,6,20,2024-08-03,2024-08-03
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,11.0,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,13.75,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,24.75,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,8.25,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,16.5,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,4.125,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0210,20.625,P-001,3,10,2024-04-11,2024-04-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0301,24.75,P-001,8,30,2024-09-11,2024-09-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0301,5.5,P-001,8,30,2024-09-11,2024-09-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0301,19.25,P-001,8,30,2024-09-11,2024-09-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0301,2.75,P-001,8,30,2024-09-11,2024-09-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0301,22.0,P-001,8,30,2024-09-11,2024-09-11
2024-01-04,SINGAPORE-WAREHOUSE,MAT-0037,24.75,P-001,3,15,2024-04-04,2024-04-04
2024-01-04,SINGAPORE-WAREHOUSE,MAT-0273,24.75,P-001,8,30,2024-09-04,2024-09-04
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0062,24.75,P-001,7,30,2024-07-30,2024-07-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-03-30,2024-03-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0340,15.125,P-001,3,25,2024-03-30,2024-03-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0340,9.625,P-001,3,25,2024-03-30,2024-03-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0104,24.75,P-001,6,15,2024-06-30,2024-06-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0174,24.75,P-001,5,10,2024-05-30,2024-05-30
2023-12-30,SINGAPORE-WAREHOUSE,MAT-0066,24.75,P-002,12,45,2024-12-30,2024-12-30
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0345,16.25,P-001,6,5,2024-07-06,2024-07-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0345,2.5,P-001,6,5,2024-07-06,2024-07-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0345,18.75,P-001,6,5,2024-07-06,2024-07-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,5.0,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,17.5,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,22.5,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,7.5,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,15.0,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,8.75,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0221,13.75,P-001,8,25,2024-09-06,2024-09-06
2024-01-06,SINGAPORE-WAREHOUSE,MAT-0122,18.75,P-001,2,20,2024-03-06,2024-03-06
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,16.5,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,8.25,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,13.75,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,11.0,P-001,5,10,2024-05-31,2024-05-31
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0415,2.75,P-001,8,15,2024-08-18,2024-08-18
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0415,22.0,P-001,8,15,2024-08-18,2024-08-18
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0415,24.75,P-001,8,15,2024-08-18,2024-08-18
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-03-18,2024-03-18
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,6.875,P-001,5,10,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0234,17.875,P-001,5,10,2024-05-31,2024-05-31
2024-01-07,SINGAPORE-WAREHOUSE,MAT-0250,24.75,P-001,2,20,2024-03-07,2024-03-07
2024-01-07,SINGAPORE-WAREHOUSE,MAT-0211,15.125,P-001,7,25,2024-08-07,2024-08-07
2024-01-07,SINGAPORE-WAREHOUSE,MAT-0211,9.625,P-001,7,25,2024-08-07,2024-08-07
2024-01-07,SINGAPORE-WAREHOUSE,MAT-0211,24.75,P-001,7,25,2024-08-07,2024-08-07
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0099,24.75,P-001,6,20,2024-07-16,2024-07-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0099,4.125,P-001,6,20,2024-07-16,2024-07-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0099,20.625,P-001,6,20,2024-07-16,2024-07-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0234,15.125,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0234,9.625,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,20.625,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,4.125,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0390,24.75,P-001,7,30,2024-08-16,2024-08-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-04-16,2024-04-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0174,24.75,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0105,12.375,P-001,3,15,2024-04-16,2024-04-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0105,5.5,P-001,3,15,2024-04-16,2024-04-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0105,19.25,P-001,3,15,2024-04-16,2024-04-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0211,24.75,P-001,7,25,2024-08-16,2024-08-16
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0303,22.5,P-001,5,10,2024-06-22,2024-06-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0303,8.75,P-001,5,10,2024-06-22,2024-06-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0303,13.75,P-001,5,10,2024-06-22,2024-06-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0303,15.0,P-001,5,10,2024-06-22,2024-06-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0303,7.5,P-001,5,10,2024-06-22,2024-06-22
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0346,24.75,P-001,6,10,2024-06-18,2024-06-18
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0340,2.75,P-001,3,25,2024-03-18,2024-03-18
2023-12-18,SINGAPORE-WAREHOUSE,MAT-0340,22.0,P-001,3,25,2024-03-18,2024-03-18
2023-12-29,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-03-29,2024-03-29
2023-12-29,SINGAPORE-WAREHOUSE,MAT-0115,24.75,P-001,7,30,2024-07-29,2024-07-29
2024-01-15,SINGAPORE-WAREHOUSE,MAT-0067,24.75,P-001,8,20,2024-09-15,2024-09-15
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0234,8.25,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0234,16.5,P-001,5,10,2024-06-16,2024-06-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,17.875,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,6.875,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,13.75,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0335,11.0,P-001,8,5,2024-09-16,2024-09-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0390,12.375,P-001,7,30,2024-08-16,2024-08-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0207,12.375,P-001,4,15,2024-05-16,2024-05-16
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,9.625,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,15.125,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,8.25,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,16.5,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2024-06-21,2024-06-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,16.5,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,8.25,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,12.375,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,20.625,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,4.125,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,9.625,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,15.125,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,5.5,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0335,19.25,P-001,8,5,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-04-21,2024-04-21
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0345,18.75,P-001,6,5,2024-07-22,2024-07-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0122,18.75,P-001,2,20,2024-03-22,2024-03-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0122,8.75,P-001,2,20,2024-03-22,2024-03-22
2024-01-22,SINGAPORE-WAREHOUSE,MAT-0122,10.0,P-001,2,20,2024-03-22,2024-03-22
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0056,22.0,P-001,3,5,2024-05-03,2024-05-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0056,2.75,P-001,3,5,2024-05-03,2024-05-03
2024-01-15,SINGAPORE-WAREHOUSE,MAT-0116,24.75,P-001,5,25,2024-06-15,2024-06-15
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-05-03,2024-05-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0056,8.25,P-001,3,5,2024-05-03,2024-05-03
2024-02-03,SINGAPORE-WAREHOUSE,MAT-0056,16.5,P-001,3,5,2024-05-03,2024-05-03
2024-01-26,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-04-26,2024-04-26
2024-02-24,SINGAPORE-WAREHOUSE,MAT-0366,22.5,P-003,8,25,2024-10-24,2024-10-24
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0065,24.75,P-001,4,25,2024-05-11,2024-05-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0065,15.125,P-001,4,25,2024-05-11,2024-05-11
2024-01-11,SINGAPORE-WAREHOUSE,MAT-0065,9.625,P-001,4,25,2024-05-11,2024-05-11
2024-01-14,SINGAPORE-WAREHOUSE,MAT-0109,24.75,P-001,8,10,2024-09-14,2024-09-14
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0116,24.75,P-001,5,25,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0116,4.125,P-001,5,25,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0116,20.625,P-001,5,25,2024-05-31,2024-05-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0085,24.75,P-001,8,25,2024-08-31,2024-08-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0085,13.75,P-001,8,25,2024-08-31,2024-08-31
2023-12-31,SINGAPORE-WAREHOUSE,MAT-0085,11.0,P-001,8,25,2024-08-31,2024-08-31
2024-01-23,SINGAPORE-WAREHOUSE,MAT-0356,9.625,P-001,7,15,2024-08-23,2024-08-23
2024-01-23,SINGAPORE-WAREHOUSE,MAT-0356,15.125,P-001,7,15,2024-08-23,2024-08-23
2024-01-23,SINGAPORE-WAREHOUSE,MAT-0356,2.75,P-001,7,15,2024-08-23,2024-08-23
2024-01-23,SINGAPORE-WAREHOUSE,MAT-0356,22.0,P-001,7,15,2024-08-23,2024-08-23
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,9.625,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,15.125,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,16.5,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,8.25,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,6.875,P-001,6,20,2024-07-24,2024-07-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0112,17.875,P-001,6,20,2024-07-24,2024-07-24
2024-01-31,SINGAPORE-WAREHOUSE,MAT-0303,22.5,P-001,5,10,2024-06-30,2024-06-30
2024-01-31,SINGAPORE-WAREHOUSE,MAT-0303,7.5,P-001,5,10,2024-06-30,2024-06-30
2024-01-31,SINGAPORE-WAREHOUSE,MAT-0303,15.0,P-001,5,10,2024-06-30,2024-06-30
2024-01-31,SINGAPORE-WAREHOUSE,MAT-0303,18.75,P-001,5,10,2024-06-30,2024-06-30
2024-01-31,SINGAPORE-WAREHOUSE,MAT-0303,3.75,P-001,5,10,2024-06-30,2024-06-30
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0327,23.375,P-001,8,15,2024-10-02,2024-10-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0327,24.75,P-001,8,15,2024-10-02,2024-10-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0104,24.75,P-001,6,15,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0104,20.625,P-001,6,15,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0104,4.125,P-001,6,15,2024-08-02,2024-08-02
2024-02-13,SINGAPORE-WAREHOUSE,MAT-0056,8.25,P-001,3,5,2024-05-13,2024-05-13
2024-02-13,SINGAPORE-WAREHOUSE,MAT-0056,16.5,P-001,3,5,2024-05-13,2024-05-13
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,23.375,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,12.375,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,19.25,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,5.5,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,20.625,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0112,4.125,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,SINGAPORE-WAREHOUSE,MAT-0305,24.75,P-001,2,15,2024-04-02,2024-04-02
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0359,24.75,P-001,7,20,2024-08-16,2024-08-16
2024-01-16,SINGAPORE-WAREHOUSE,MAT-0089,24.75,P-001,4,5,2024-05-16,2024-05-16
2024-02-16,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-05-16,2024-05-16
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-06-24,2024-06-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2024-06-24,2024-06-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2024-06-24,2024-06-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0234,9.625,P-001,5,10,2024-06-24,2024-06-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0234,15.125,P-001,5,10,2024-06-24,2024-06-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0335,5.5,P-001,8,5,2024-09-24,2024-09-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0335,19.25,P-001,8,5,2024-09-24,2024-09-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-09-24,2024-09-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0335,13.75,P-001,8,5,2024-09-24,2024-09-24
2024-01-24,SINGAPORE-WAREHOUSE,MAT-0335,11.0,P-001,8,5,2024-09-24,2024-09-24
2024-02-12,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-05-12,2024-05-12
2024-03-06,SINGAPORE-WAREHOUSE,MAT-0304,22.5,P-003,8,25,2024-11-06,2024-11-06
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0273,24.75,P-001,8,30,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0273,19.25,P-001,8,30,2024-09-21,2024-09-21
2024-01-21,SINGAPORE-WAREHOUSE,MAT-0273,5.5,P-001,8,30,2024-09-21,2024-09-21
2024-02-19,SINGAPORE-WAREHOUSE,MAT-0413,9.634,P-001,7,20,2024-09-19,2024-09-19
2024-02-19,SINGAPORE-WAREHOUSE,MAT-0413,15.138,P-001,7,20,2024-09-19,2024-09-19
2024-02-19,SINGAPORE-WAREHOUSE,MAT-0413,24.772,P-001,7,20,2024-09-19,2024-09-19
2024-02-19,SINGAPORE-WAREHOUSE,MAT-0413,6.881,P-001,7,20,2024-09-19,2024-09-19
2024-02-19,SINGAPORE-WAREHOUSE,MAT-0413,17.891,P-001,7,20,2024-09-19,2024-09-19
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0354,24.75,P-001,7,25,2024-09-18,2024-09-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,16.5,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,8.25,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,5.5,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,19.25,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,15.125,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0335,9.625,P-001,8,5,2024-10-18,2024-10-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0164,23.375,P-001,2,5,2024-04-18,2024-04-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0164,15.125,P-001,2,5,2024-04-18,2024-04-18
2024-02-18,SINGAPORE-WAREHOUSE,MAT-0164,8.25,P-001,2,5,2024-04-18,2024-04-18
