PLANT_NAME,OUTBOUND_DATE,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT,Transfer_Cost
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0201,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0201,CST-00075,9.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0201,CST-00080,0.03,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0201,CST-00153,25.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0202,CST-00156,5.5,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0229,CST-00147,49.51,57.325
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0233,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0265,CST-00080,0.8,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0266,CST-00080,0.5,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0268,CST-00154,6.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0270,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0270,CST-00135,25.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0313,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0314,CST-00155,6.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0314,CST-00159,10.5,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0314,CST-00160,15.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0314,CST-00164,6.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0315,CST-00024,7.53,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0316,CST-00148,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0317,CST-00020,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0319,CST-00149,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0321,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0321,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0321,CST-00080,8.25,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0321,CST-00132,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0325,CST-00080,0.2,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0328,CST-00038,25.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0339,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0340,CST-00010,24.75,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0375,CST-00117,25.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0379,CST-00125,5.45,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0379,CST-00157,0.68,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0380,CST-00158,12.38,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0382,CST-00052,49.5,38.217
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0389,CST-00028,3.0,19.108
CHINA-WAREHOUSE,2024/01/09,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0001,CST-00003,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0001,CST-00168,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0007,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0009,CST-00161,20.8,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0009,CST-00165,62.4,57.325
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0015,CST-00115,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0053,CST-00170,0.3,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0082,CST-00177,22.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0111,CST-00027,2.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0112,CST-00027,2.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0112,CST-00125,0.63,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0137,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0143,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0143,CST-00042,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0144,CST-00037,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0144,CST-00042,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00025,0.1,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00045,18.0,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00053,1.51,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00054,18.0,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00087,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00173,13.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00174,21.0,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0145,CST-00175,15.0,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0146,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0146,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0147,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0147,CST-00171,10.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0156,CST-00056,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0196,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0206,CST-00030,22.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0206,CST-00034,22.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0236,CST-00121,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0314,CST-00045,7.5,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0316,CST-00148,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0318,CST-00017,49.51,57.325
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0319,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0325,CST-00170,0.05,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0328,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0340,CST-00170,0.1,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0356,CST-00027,2.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0356,CST-00172,2.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0379,CST-00139,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0380,CST-00158,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0382,CST-00049,33.0,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0382,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0389,CST-00036,25.5,38.217
CHINA-WAREHOUSE,2024/01/10,Truck,MAT-0389,CST-00176,15.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0001,CST-00037,46.23,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0001,CST-00111,4.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0001,CST-00178,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0001,CST-00181,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0001,CST-00190,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0009,CST-00161,76.05,76.433
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0015,CST-00013,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0015,CST-00184,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0047,CST-00189,22.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0082,CST-00053,22.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0082,CST-00190,22.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0082,CST-00192,22.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0084,CST-00050,6.88,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0142,CST-00037,26.4,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0142,CST-00179,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0142,CST-00191,18.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0143,CST-00185,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0144,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0144,CST-00037,7.210000000000001,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0144,CST-00182,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0145,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0145,CST-00111,13.5,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0145,CST-00180,25.5,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0145,CST-00187,3.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0145,CST-00188,6.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0146,CST-00052,11.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0148,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0201,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0229,CST-00014,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0229,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0264,CST-00186,0.05,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0270,CST-00037,7.98,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0314,CST-00037,18.0,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0318,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0318,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0319,CST-00012,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0319,CST-00050,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0325,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0353,CST-00050,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0382,CST-00049,24.76,38.217
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0382,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0382,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/11,Truck,MAT-0386,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0001,CST-00037,15.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0001,CST-00195,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0009,CST-00161,62.400000000000006,57.325
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0015,CST-00115,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0015,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0047,CST-00037,45.01,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0056,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0082,CST-00037,22.5,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0082,CST-00177,20.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0097,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0097,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0099,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0104,CST-00198,9.63,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0112,CST-00018,20.92,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0142,CST-00104,4.5,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0142,CST-00199,3.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0143,CST-00003,15.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0144,CST-00037,10.5,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0144,CST-00042,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0144,CST-00182,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0144,CST-00199,9.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0145,CST-00054,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0145,CST-00141,12.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0145,CST-00143,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0145,CST-00194,25.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0145,CST-00200,6.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0148,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0193,CST-00197,15.64,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0198,CST-00201,1.38,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0261,CST-00025,1.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0265,CST-00072,49.5,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0265,CST-00196,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0314,CST-00003,15.0,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0328,CST-00193,27.0,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0339,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0380,CST-00158,24.76,38.217
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0382,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/12,Truck,MAT-0382,CST-00092,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0001,CST-00090,25.5,38.217
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0001,CST-00178,25.5,38.217
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0001,CST-00195,4.5,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0001,CST-00206,3.01,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0009,CST-00161,62.400000000000006,57.325
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0047,CST-00208,22.5,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0053,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0065,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0082,CST-00208,22.5,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0097,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0097,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0137,CST-00074,49.51,57.325
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0142,CST-00207,6.0,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0144,CST-00090,51.0,57.325
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0145,CST-00014,18.0,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0145,CST-00203,25.5,38.217
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0145,CST-00204,9.0,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0150,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0200,CST-00205,0.6,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0265,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0265,CST-00072,49.51,57.325
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0265,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0270,CST-00099,3.01,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0270,CST-00193,24.0,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0270,CST-00202,25.5,38.217
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0314,CST-00014,7.5,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0317,CST-00020,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0319,CST-00114,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0321,CST-00112,24.75,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0324,CST-00206,3.01,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0327,CST-00205,0.5,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0328,CST-00099,3.0,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0332,CST-00161,60.01,57.325
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0379,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/13,Truck,MAT-0382,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0001,CST-00126,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0001,CST-00217,7.5,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0001,CST-00218,18.0,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0009,CST-00161,41.599999999999994,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0013,CST-00217,6.0,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0015,CST-00113,2.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0046,CST-00113,0.05,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0053,CST-00113,0.2,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0084,CST-00058,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0084,CST-00212,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0137,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0142,CST-00177,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0142,CST-00217,12.01,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0142,CST-00218,10.51,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0144,CST-00042,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0144,CST-00182,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0144,CST-00210,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0145,CST-00008,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0145,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0145,CST-00211,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0149,CST-00113,5.08,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0150,CST-00053,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0151,CST-00216,6.88,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0195,CST-00215,0.5,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0229,CST-00009,49.519999999999996,57.325
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0229,CST-00073,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0229,CST-00213,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0264,CST-00047,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0265,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0270,CST-00135,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0314,CST-00218,10.5,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0318,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0319,CST-00215,0.03,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0321,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0321,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0321,CST-00086,37.13,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0323,CST-00209,25.5,38.217
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0332,CST-00161,20.0,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0356,CST-00172,1.38,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0357,CST-00113,0.05,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0378,CST-00216,12.38,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0379,CST-00214,5.5,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0382,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/15,Truck,MAT-0396,CST-00113,15.96,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0001,CST-00038,9.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0001,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0001,CST-00223,9.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0013,CST-00091,15.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0049,CST-00015,0.2,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0082,CST-00177,22.5,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0111,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0142,CST-00219,25.5,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0143,CST-00042,25.5,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0143,CST-00225,3.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0145,CST-00002,1.5,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0148,CST-00049,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0176,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0201,CST-00153,25.5,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0229,CST-00222,0.5,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0256,CST-00220,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0265,CST-00015,0.1,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0265,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0265,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0265,CST-00072,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0265,CST-00221,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0266,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0270,CST-00108,15.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0295,CST-00080,1.38,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0314,CST-00003,15.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0314,CST-00138,12.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0321,CST-00094,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0327,CST-00213,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0328,CST-00108,10.5,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0332,CST-00161,57.72,57.325
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0332,CST-00165,60.0,57.325
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0340,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0340,CST-00056,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0352,CST-00224,2.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0353,CST-00023,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0356,CST-00058,11.0,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0382,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0390,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0415,CST-00015,0.15,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0415,CST-00048,24.75,19.108
CHINA-WAREHOUSE,2024/01/16,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0001,CST-00178,51.010000000000005,57.325
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0001,CST-00227,25.5,38.217
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0009,CST-00161,41.6,38.217
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0015,CST-00059,24.75,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0050,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0103,CST-00233,1.38,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0143,CST-00144,25.5,38.217
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0143,CST-00234,1.5,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0144,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0145,CST-00003,9.0,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0145,CST-00038,25.5,38.217
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0145,CST-00229,25.5,38.217
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0150,CST-00047,0.05,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0151,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0229,CST-00014,24.75,19.108
CHINA-WAREHOUSE,2024/01/17,Truck,MAT-0265,CST-00052,24.75,19.108
